Gender,Expertise,Ages,Level1,Level2,Level3,Subs,Annual_income,Job_status,Commitment,Time,State,Platform,Device,Completed,Churn,Time counts
Male,beginner,34,329,278,NaN,monthly,48844,employed,medium,06:00-12:00,Active,ios,tablet,607,medium,3
Male,beginner,34,32,NaN,NaN,monthly,45361,employed,low,12:00-18:00,Inactive,android,other,32,high,1
Male,beginner,35,307,78,NaN,monthly,43784,unemployed,medium,06:00-12:00,Active,ios,laptop,385,medium,4
Male,beginner,31,304,120,NaN,annual,42277,unemployed,medium,12:00-18:00,Active,android,tablet,424,medium,3
Male,beginner,31,287,297,92,monthly,47507,employed,high,12:00-18:00,Active,ios,phone,676,low,2
Male,beginner,35,324,145,NaN,monthly,47910,self_employed,medium,12:00-18:00,Active,ios,tablet,469,medium,3
Male,beginner,39,312,163,NaN,monthly,22843,unemployed,medium,12:00-18:00,Active,android,phone,475,medium,4
Male,beginner,29,95,NaN,NaN,monthly,48484,self_employed,low,00:00-06:00,Active,android,phone,95,high,1
Male,beginner,31,284,324,160,annual,62750,self_employed,high,06:00-12:00,Active,android,tablet,768,low,2
Male,beginner,31,120,NaN,NaN,monthly,25985,other,low,00:00-06:00,Active,android,phone,120,high,1
Male,beginner,31,319,50,NaN,monthly,59074,self_employed,medium,00:00-06:00,Active,android,phone,369,medium,4
Male,beginner,34,283,299,228,annual,51813,other,high,06:00-12:00,Active,android,tablet,810,low,2
Male,beginner,40,11,NaN,NaN,annual,35229,other,low,06:00-12:00,Active,ios,phone,11,high,1
Male,beginner,40,276,NaN,NaN,monthly,60932,self_employed,low,18:00-00:00,Active,ios,other,276,high,1
Male,beginner,34,118,NaN,NaN,annual,20776,unemployed,low,18:00-00:00,Inactive,android,other,118,high,1
Male,beginner,27,297,106,NaN,monthly,45868,self_employed,medium,06:00-12:00,Active,ios,tablet,403,medium,4
Male,beginner,34,46,NaN,NaN,monthly,32717,other,low,18:00-00:00,Active,android,tablet,46,high,1
Male,beginner,31,330,299,183,annual,42488,self_employed,high,12:00-18:00,Active,ios,tablet,812,low,3
Male,beginner,37,137,NaN,NaN,annual,52230,unemployed,low,00:00-06:00,Active,ios,phone,137,high,1
Male,beginner,32,155,NaN,NaN,monthly,64459,unemployed,low,18:00-00:00,Active,android,other,155,high,1
Male,beginner,40,34,NaN,NaN,annual,31359,self_employed,low,18:00-00:00,Inactive,android,other,34,high,1
Male,beginner,28,306,95,NaN,monthly,63106,other,medium,18:00-00:00,Active,ios,other,401,medium,4
Male,beginner,28,290,314,220,annual,64736,unemployed,high,12:00-18:00,Active,ios,tablet,824,low,3
Male,beginner,26,189,NaN,NaN,monthly,39419,self_employed,low,12:00-18:00,Active,android,other,189,high,1
Male,beginner,40,307,137,NaN,annual,50037,unemployed,medium,00:00-06:00,Active,android,tablet,444,medium,2
Male,beginner,36,292,312,159,annual,34931,other,high,12:00-18:00,Active,android,phone,763,low,2
Male,beginner,39,288,330,NaN,monthly,56434,self_employed,medium,06:00-12:00,Active,ios,phone,618,medium,3
Male,beginner,40,312,184,NaN,monthly,24635,employed,medium,00:00-06:00,Active,ios,laptop,496,medium,3
Male,beginner,37,322,167,NaN,annual,65386,self_employed,medium,18:00-00:00,Active,android,phone,489,medium,3
Male,beginner,36,160,NaN,NaN,annual,51653,other,low,06:00-12:00,Active,android,laptop,160,high,1
Male,beginner,39,330,272,NaN,annual,22103,other,medium,00:00-06:00,Active,android,laptop,602,medium,3
Male,beginner,29,298,NaN,NaN,annual,20695,unemployed,low,12:00-18:00,Active,android,phone,298,high,1
Male,beginner,37,25,NaN,NaN,annual,35021,other,low,12:00-18:00,Active,ios,laptop,25,high,1
Male,beginner,30,300,318,236,monthly,30934,employed,high,00:00-06:00,Active,android,phone,854,low,4
Male,beginner,29,279,NaN,NaN,monthly,20927,self_employed,low,06:00-12:00,Active,ios,laptop,279,high,1
Male,beginner,37,318,9,NaN,annual,29913,employed,medium,00:00-06:00,Active,ios,phone,327,medium,3
Male,beginner,38,124,NaN,NaN,monthly,35608,unemployed,low,12:00-18:00,Active,ios,laptop,124,high,1
Male,beginner,38,287,130,NaN,monthly,50610,unemployed,medium,18:00-00:00,Active,android,laptop,417,medium,4
Male,beginner,28,176,NaN,NaN,annual,29144,unemployed,low,06:00-12:00,Active,ios,phone,176,high,1
Male,beginner,28,310,NaN,NaN,annual,56581,employed,low,18:00-00:00,Active,android,phone,310,high,1
Male,beginner,38,332,129,NaN,monthly,45558,other,medium,12:00-18:00,Active,android,other,461,medium,2
Male,beginner,33,318,163,NaN,monthly,63137,self_employed,medium,00:00-06:00,Active,android,phone,481,medium,4
Male,beginner,29,141,NaN,NaN,monthly,52483,unemployed,low,06:00-12:00,Inactive,ios,phone,141,high,1
Male,beginner,33,331,281,183,monthly,56615,other,high,06:00-12:00,Active,android,phone,795,low,2
Male,beginner,31,23,NaN,NaN,annual,61645,self_employed,low,00:00-06:00,Active,android,laptop,23,high,1
Male,beginner,29,284,NaN,NaN,annual,61691,unemployed,low,18:00-00:00,Inactive,android,tablet,284,high,1
Male,beginner,37,283,307,NaN,monthly,48625,other,medium,06:00-12:00,Active,ios,other,590,medium,4
Male,beginner,27,71,NaN,NaN,monthly,59277,unemployed,low,06:00-12:00,Active,ios,other,71,high,1
Male,beginner,34,278,NaN,NaN,annual,44047,self_employed,low,00:00-06:00,Inactive,ios,laptop,278,high,1
Male,beginner,28,114,NaN,NaN,monthly,37758,unemployed,low,12:00-18:00,Active,ios,phone,114,high,1
Male,beginner,31,289,292,113,annual,25116,other,high,00:00-06:00,Active,android,tablet,694,low,3
Male,beginner,26,142,NaN,NaN,annual,57349,unemployed,low,12:00-18:00,Active,ios,phone,142,high,1
Male,beginner,40,327,315,234,annual,55765,unemployed,high,18:00-00:00,Active,ios,phone,876,low,3
Male,beginner,29,327,NaN,NaN,monthly,30427,employed,low,12:00-18:00,Inactive,android,phone,327,high,1
Male,beginner,29,199,NaN,NaN,annual,62500,unemployed,low,12:00-18:00,Active,android,tablet,199,high,1
Male,beginner,28,303,304,3,monthly,43567,other,high,12:00-18:00,Active,android,laptop,610,low,3
Male,beginner,37,109,NaN,NaN,annual,19929,other,low,06:00-12:00,Active,ios,other,109,high,1
Male,beginner,33,284,NaN,NaN,annual,49711,employed,low,06:00-12:00,Active,android,tablet,284,high,1
Male,beginner,36,330,190,NaN,monthly,38297,self_employed,medium,12:00-18:00,Active,android,other,520,medium,2
Male,beginner,31,321,320,139,annual,47448,employed,high,12:00-18:00,Active,android,other,780,low,3
Male,beginner,38,287,311,81,annual,19557,other,high,06:00-12:00,Active,android,laptop,679,low,3
Male,beginner,26,147,NaN,NaN,annual,50319,other,low,06:00-12:00,Active,android,phone,147,high,1
Male,beginner,29,78,NaN,NaN,annual,34855,unemployed,low,06:00-12:00,Active,android,other,78,high,1
Male,beginner,35,56,NaN,NaN,monthly,35014,unemployed,low,00:00-06:00,Active,ios,laptop,56,high,1
Male,beginner,30,245,NaN,NaN,monthly,46270,unemployed,low,12:00-18:00,Inactive,android,tablet,245,high,1
Male,beginner,33,283,321,NaN,annual,41895,self_employed,medium,12:00-18:00,Active,android,laptop,604,medium,2
Male,beginner,31,104,NaN,NaN,annual,55808,employed,low,00:00-06:00,Inactive,android,phone,104,high,1
Male,beginner,28,324,120,NaN,monthly,52448,self_employed,medium,12:00-18:00,Active,android,laptop,444,medium,3
Male,beginner,31,316,323,117,annual,56474,employed,high,00:00-06:00,Active,ios,tablet,756,low,2
Male,beginner,26,101,NaN,NaN,annual,22398,employed,low,00:00-06:00,Active,android,phone,101,high,1
Male,beginner,28,64,NaN,NaN,monthly,20870,self_employed,low,12:00-18:00,Active,ios,phone,64,high,1
Male,beginner,30,333,308,238,monthly,56892,unemployed,high,00:00-06:00,Active,android,phone,879,low,2
Male,beginner,33,9,NaN,NaN,annual,52599,unemployed,low,18:00-00:00,Inactive,android,laptop,9,high,1
Male,beginner,39,292,47,NaN,monthly,52416,other,medium,06:00-12:00,Active,android,phone,339,medium,3
Male,beginner,35,41,NaN,NaN,monthly,60354,self_employed,low,18:00-00:00,Active,ios,phone,41,high,1
Male,beginner,34,169,NaN,NaN,monthly,26729,unemployed,low,12:00-18:00,Active,android,other,169,high,1
Male,beginner,39,326,14,NaN,annual,47426,employed,medium,12:00-18:00,Active,android,laptop,340,medium,4
Male,beginner,29,70,NaN,NaN,annual,57466,other,low,12:00-18:00,Active,ios,tablet,70,high,1
Male,beginner,29,115,NaN,NaN,monthly,44075,other,low,06:00-12:00,Active,android,phone,115,high,1
Male,beginner,38,295,NaN,NaN,annual,66362,other,low,06:00-12:00,Active,ios,laptop,295,high,1
Male,beginner,31,296,310,220,monthly,41428,other,high,12:00-18:00,Active,ios,other,826,low,4
Male,beginner,32,301,186,NaN,monthly,31424,self_employed,medium,06:00-12:00,Active,ios,other,487,medium,3
Male,beginner,33,327,NaN,NaN,annual,56408,other,low,18:00-00:00,Active,android,other,327,high,1
Male,beginner,37,83,NaN,NaN,monthly,45007,employed,low,18:00-00:00,Active,android,phone,83,high,1
Male,beginner,38,11,NaN,NaN,monthly,66240,employed,low,18:00-00:00,Active,android,laptop,11,high,1
Male,beginner,35,304,284,44,monthly,61764,unemployed,high,18:00-00:00,Active,android,other,632,low,3
Male,beginner,39,313,288,138,annual,19250,other,high,12:00-18:00,Active,ios,other,739,low,4
Male,beginner,28,51,NaN,NaN,annual,54962,self_employed,low,00:00-06:00,Active,ios,laptop,51,high,1
Male,beginner,34,269,NaN,NaN,annual,42884,unemployed,low,06:00-12:00,Active,ios,tablet,269,high,1
Male,beginner,31,319,212,NaN,monthly,48576,unemployed,medium,12:00-18:00,Active,ios,other,531,medium,2
Male,beginner,36,283,294,122,monthly,53950,unemployed,high,06:00-12:00,Active,android,laptop,699,low,4
Male,beginner,33,285,NaN,NaN,monthly,42220,self_employed,low,18:00-00:00,Active,ios,tablet,285,high,1
Male,beginner,33,98,NaN,NaN,annual,23566,unemployed,low,18:00-00:00,Active,android,other,98,high,1
Male,beginner,40,110,NaN,NaN,monthly,31617,unemployed,low,06:00-12:00,Inactive,ios,laptop,110,high,1
Male,beginner,26,100,NaN,NaN,annual,40783,other,low,00:00-06:00,Inactive,android,tablet,100,high,1
Male,beginner,32,295,282,304,monthly,27014,unemployed,high,06:00-12:00,Active,ios,tablet,881,low,3
Male,beginner,28,319,317,2,monthly,36831,unemployed,high,18:00-00:00,Active,ios,phone,638,low,3
Male,beginner,27,294,90,NaN,monthly,56045,employed,medium,00:00-06:00,Active,ios,laptop,384,medium,3
Male,beginner,35,286,134,NaN,annual,19349,employed,medium,00:00-06:00,Active,android,laptop,420,medium,2
Male,beginner,38,305,NaN,NaN,monthly,48511,other,low,06:00-12:00,Inactive,ios,tablet,305,high,1
Male,beginner,39,43,NaN,NaN,monthly,26933,other,low,06:00-12:00,Active,android,tablet,43,high,1
Male,beginner,32,286,3,NaN,monthly,24602,unemployed,medium,00:00-06:00,Active,android,laptop,289,medium,4
Male,beginner,39,301,151,NaN,annual,41247,other,medium,18:00-00:00,Active,android,other,452,medium,2
Male,beginner,39,327,275,NaN,monthly,53250,unemployed,medium,00:00-06:00,Active,android,tablet,602,medium,3
Male,beginner,39,331,286,16,annual,65007,unemployed,high,18:00-00:00,Active,ios,tablet,633,low,4
Male,beginner,36,303,15,NaN,monthly,30150,self_employed,medium,18:00-00:00,Active,android,phone,318,medium,4
Male,beginner,40,195,NaN,NaN,monthly,44508,unemployed,low,18:00-00:00,Active,android,tablet,195,high,1
Male,beginner,30,150,NaN,NaN,monthly,54392,employed,low,12:00-18:00,Active,ios,laptop,150,high,1
Male,beginner,30,291,204,NaN,annual,46969,employed,medium,18:00-00:00,Active,android,other,495,medium,4
Male,beginner,26,305,283,NaN,annual,46369,employed,medium,06:00-12:00,Active,android,other,588,medium,2
Male,beginner,26,281,256,NaN,annual,60619,other,medium,00:00-06:00,Active,ios,laptop,537,medium,2
Male,beginner,29,54,NaN,NaN,annual,42349,self_employed,low,00:00-06:00,Inactive,ios,other,54,high,1
Male,beginner,32,155,NaN,NaN,annual,25146,self_employed,low,00:00-06:00,Active,android,laptop,155,high,1
Male,beginner,39,123,NaN,NaN,monthly,32528,self_employed,low,06:00-12:00,Active,ios,other,123,high,1
Male,beginner,39,300,288,141,annual,31376,self_employed,high,18:00-00:00,Active,android,other,729,low,2
Male,beginner,32,227,NaN,NaN,annual,52827,other,low,18:00-00:00,Active,ios,laptop,227,high,1
Male,beginner,27,33,NaN,NaN,monthly,54710,other,low,06:00-12:00,Inactive,android,other,33,high,1
Male,beginner,40,73,NaN,NaN,annual,63605,self_employed,low,00:00-06:00,Active,ios,phone,73,high,1
Male,beginner,30,206,NaN,NaN,monthly,44108,other,low,06:00-12:00,Inactive,ios,laptop,206,high,1
Male,beginner,40,291,NaN,NaN,monthly,42784,employed,low,06:00-12:00,Inactive,ios,laptop,291,high,1
Male,beginner,33,177,NaN,NaN,monthly,66728,self_employed,low,12:00-18:00,Inactive,android,phone,177,high,1
Male,beginner,37,321,193,NaN,monthly,31298,other,medium,00:00-06:00,Active,ios,tablet,514,medium,4
Male,beginner,36,234,NaN,NaN,annual,47593,employed,low,18:00-00:00,Active,ios,phone,234,high,1
Male,beginner,26,327,324,NaN,annual,50554,unemployed,medium,12:00-18:00,Active,ios,laptop,651,medium,4
Male,beginner,37,53,NaN,NaN,annual,58990,unemployed,low,00:00-06:00,Active,android,other,53,high,1
Male,beginner,28,117,NaN,NaN,annual,55349,other,low,00:00-06:00,Inactive,android,tablet,117,high,1
Male,beginner,33,287,286,158,annual,19484,self_employed,high,06:00-12:00,Active,ios,other,731,low,3
Male,beginner,39,323,212,NaN,monthly,44113,employed,medium,12:00-18:00,Active,android,phone,535,medium,4
Male,beginner,38,83,NaN,NaN,monthly,44285,employed,low,00:00-06:00,Active,android,other,83,high,1
Male,beginner,34,48,NaN,NaN,monthly,53784,self_employed,low,12:00-18:00,Active,ios,phone,48,high,1
Male,beginner,40,250,NaN,NaN,annual,36217,self_employed,low,00:00-06:00,Active,ios,tablet,250,high,1
Male,beginner,29,316,NaN,NaN,monthly,66051,other,low,18:00-00:00,Inactive,android,tablet,316,high,1
Male,beginner,27,313,327,150,annual,25546,self_employed,high,12:00-18:00,Active,ios,phone,790,low,4
Male,beginner,31,186,NaN,NaN,monthly,47676,unemployed,low,06:00-12:00,Inactive,android,phone,186,high,1
Male,beginner,36,29,NaN,NaN,annual,60018,employed,low,18:00-00:00,Inactive,ios,phone,29,high,1
Male,beginner,33,77,NaN,NaN,annual,30906,self_employed,low,12:00-18:00,Active,android,phone,77,high,1
Male,beginner,26,322,283,12,monthly,35180,other,high,06:00-12:00,Active,android,laptop,617,low,2
Male,beginner,40,162,NaN,NaN,monthly,67630,unemployed,low,00:00-06:00,Inactive,android,tablet,162,high,1
Male,beginner,27,330,286,47,monthly,64007,unemployed,high,06:00-12:00,Active,ios,tablet,663,low,2
Male,beginner,35,304,184,NaN,monthly,37336,unemployed,medium,18:00-00:00,Active,android,laptop,488,medium,4
Male,beginner,27,287,255,NaN,annual,49209,unemployed,medium,00:00-06:00,Active,ios,other,542,medium,4
Male,beginner,34,225,NaN,NaN,annual,44313,self_employed,low,00:00-06:00,Inactive,android,laptop,225,high,1
Male,beginner,36,204,NaN,NaN,monthly,36235,employed,low,06:00-12:00,Active,ios,other,204,high,1
Male,beginner,40,314,290,296,annual,48039,self_employed,high,06:00-12:00,Active,android,laptop,900,low,2
Male,beginner,27,292,285,127,annual,29707,unemployed,high,12:00-18:00,Active,ios,laptop,704,low,4
Male,beginner,40,300,30,NaN,annual,62049,other,medium,00:00-06:00,Active,ios,other,330,medium,3
Male,beginner,32,187,NaN,NaN,annual,60874,self_employed,low,18:00-00:00,Active,android,tablet,187,high,1
Male,beginner,30,282,305,6,annual,49734,self_employed,high,00:00-06:00,Active,android,laptop,593,low,3
Male,beginner,38,290,312,123,monthly,64664,unemployed,high,00:00-06:00,Active,android,laptop,725,low,2
Male,beginner,39,2,NaN,NaN,annual,40888,other,low,06:00-12:00,Active,ios,tablet,2,high,1
Male,beginner,39,306,313,15,annual,38478,self_employed,high,12:00-18:00,Active,ios,other,634,low,3
Male,beginner,36,214,NaN,NaN,annual,37860,self_employed,low,18:00-00:00,Active,ios,tablet,214,high,1
Male,beginner,28,96,NaN,NaN,annual,57152,unemployed,low,00:00-06:00,Inactive,ios,phone,96,high,1
Male,beginner,29,128,NaN,NaN,monthly,35120,employed,low,12:00-18:00,Active,ios,tablet,128,high,1
Male,beginner,37,203,NaN,NaN,annual,52771,employed,low,00:00-06:00,Inactive,ios,laptop,203,high,1
Male,beginner,30,304,NaN,NaN,monthly,25588,employed,low,06:00-12:00,Active,android,laptop,304,high,1
Male,beginner,30,299,131,NaN,monthly,32884,unemployed,medium,00:00-06:00,Active,ios,tablet,430,medium,4
Male,beginner,28,291,328,3,annual,45105,employed,high,00:00-06:00,Active,android,other,622,low,2
Male,beginner,27,318,218,NaN,monthly,33472,unemployed,medium,18:00-00:00,Active,ios,phone,536,medium,3
Male,beginner,38,145,NaN,NaN,monthly,61116,unemployed,low,00:00-06:00,Active,android,laptop,145,high,1
Male,beginner,34,123,NaN,NaN,annual,21261,employed,low,18:00-00:00,Active,android,tablet,123,high,1
Male,beginner,33,166,NaN,NaN,monthly,40655,unemployed,low,12:00-18:00,Inactive,ios,tablet,166,high,1
Male,beginner,28,189,NaN,NaN,monthly,22344,employed,low,18:00-00:00,Active,android,tablet,189,high,1
Male,beginner,37,276,NaN,NaN,monthly,38868,other,low,18:00-00:00,Active,ios,tablet,276,high,1
Male,beginner,32,161,NaN,NaN,monthly,24771,unemployed,low,12:00-18:00,Active,android,phone,161,high,1
Male,beginner,32,317,294,196,annual,36397,other,high,00:00-06:00,Active,ios,laptop,807,low,3
Male,beginner,34,282,286,10,monthly,41861,employed,high,00:00-06:00,Active,ios,other,578,low,2
Male,beginner,33,331,189,NaN,monthly,38787,self_employed,medium,18:00-00:00,Active,ios,laptop,520,medium,4
Male,beginner,30,328,295,299,annual,47216,other,high,18:00-00:00,Active,ios,other,922,low,2
Male,beginner,31,305,311,318,annual,20810,self_employed,high,18:00-00:00,Active,ios,phone,934,low,3
Male,beginner,37,26,NaN,NaN,monthly,21059,employed,low,18:00-00:00,Active,ios,phone,26,high,1
Male,beginner,40,282,316,4,monthly,49272,other,high,12:00-18:00,Active,ios,laptop,602,low,3
Male,beginner,32,113,NaN,NaN,monthly,28378,self_employed,low,12:00-18:00,Inactive,ios,other,113,high,1
Male,beginner,32,283,239,NaN,annual,26285,unemployed,medium,06:00-12:00,Active,android,other,522,medium,4
Male,beginner,38,96,NaN,NaN,annual,47051,employed,low,06:00-12:00,Active,ios,tablet,96,high,1
Male,beginner,30,306,304,110,monthly,42136,unemployed,high,00:00-06:00,Active,android,phone,720,low,3
Male,beginner,38,174,NaN,NaN,monthly,65084,self_employed,low,18:00-00:00,Active,android,phone,174,high,1
Male,beginner,36,311,286,105,monthly,30283,unemployed,high,12:00-18:00,Active,ios,phone,702,low,3
Male,beginner,31,146,NaN,NaN,monthly,62616,self_employed,low,18:00-00:00,Active,android,phone,146,high,1
Male,beginner,34,270,NaN,NaN,annual,54404,other,low,00:00-06:00,Active,ios,laptop,270,high,1
Male,beginner,33,146,NaN,NaN,annual,48152,self_employed,low,06:00-12:00,Active,android,tablet,146,high,1
Male,beginner,35,325,321,187,annual,29775,other,high,06:00-12:00,Active,android,laptop,833,low,3
Male,beginner,29,102,NaN,NaN,monthly,52599,unemployed,low,12:00-18:00,Active,ios,phone,102,high,1
Male,beginner,37,26,NaN,NaN,annual,34683,unemployed,low,00:00-06:00,Active,ios,other,26,high,1
Male,beginner,27,143,NaN,NaN,monthly,64022,employed,low,18:00-00:00,Active,ios,laptop,143,high,1
Male,beginner,32,282,214,NaN,annual,64215,unemployed,medium,18:00-00:00,Active,ios,tablet,496,medium,3
Male,beginner,28,300,276,NaN,annual,58272,other,medium,18:00-00:00,Active,ios,other,576,medium,2
Male,beginner,39,281,300,184,annual,63721,unemployed,high,06:00-12:00,Active,android,phone,765,low,4
Male,beginner,28,27,NaN,NaN,annual,46146,employed,low,18:00-00:00,Active,ios,other,27,high,1
Male,beginner,28,75,NaN,NaN,monthly,40041,other,low,00:00-06:00,Inactive,ios,laptop,75,high,1
Male,beginner,39,320,42,NaN,monthly,56940,self_employed,medium,12:00-18:00,Active,ios,phone,362,medium,2
Male,beginner,36,177,NaN,NaN,annual,21217,other,low,12:00-18:00,Active,ios,tablet,177,high,1
Male,beginner,33,46,NaN,NaN,monthly,54685,unemployed,low,18:00-00:00,Inactive,android,laptop,46,high,1
Male,beginner,29,112,NaN,NaN,monthly,54389,unemployed,low,18:00-00:00,Active,android,laptop,112,high,1
Male,beginner,33,281,243,NaN,monthly,25738,unemployed,medium,18:00-00:00,Active,android,tablet,524,medium,4
Male,beginner,36,273,NaN,NaN,annual,42526,unemployed,low,00:00-06:00,Inactive,ios,phone,273,high,1
Male,beginner,32,327,288,59,monthly,52839,other,high,12:00-18:00,Active,android,laptop,674,low,3
Male,beginner,38,26,NaN,NaN,annual,51046,self_employed,low,00:00-06:00,Active,android,phone,26,high,1
Male,beginner,36,203,NaN,NaN,annual,65168,other,low,18:00-00:00,Inactive,ios,other,203,high,1
Male,beginner,29,276,NaN,NaN,annual,45992,self_employed,low,12:00-18:00,Active,android,phone,276,high,1
Male,beginner,36,310,314,311,annual,65162,self_employed,high,18:00-00:00,Active,android,laptop,935,low,2
Male,beginner,38,77,NaN,NaN,monthly,55640,unemployed,low,18:00-00:00,Active,ios,tablet,77,high,1
Male,beginner,28,21,NaN,NaN,monthly,56193,self_employed,low,06:00-12:00,Active,android,phone,21,high,1
Male,beginner,31,295,307,123,annual,54760,other,high,12:00-18:00,Active,ios,laptop,725,low,2
Male,beginner,36,29,NaN,NaN,annual,24487,self_employed,low,06:00-12:00,Active,ios,phone,29,high,1
Male,beginner,33,328,300,37,annual,45357,employed,high,06:00-12:00,Active,android,phone,665,low,4
Male,beginner,31,312,89,NaN,annual,33653,employed,medium,12:00-18:00,Active,android,phone,401,medium,3
Male,beginner,36,280,303,100,monthly,66458,other,high,18:00-00:00,Active,android,other,683,low,3
Male,beginner,38,248,NaN,NaN,monthly,36051,employed,low,12:00-18:00,Active,android,phone,248,high,1
Male,beginner,29,124,NaN,NaN,annual,62406,employed,low,18:00-00:00,Active,ios,phone,124,high,1
Male,beginner,27,313,297,108,monthly,38750,self_employed,high,06:00-12:00,Active,ios,laptop,718,low,4
Male,beginner,38,273,NaN,NaN,monthly,27750,other,low,18:00-00:00,Inactive,ios,phone,273,high,1
Male,beginner,32,307,195,NaN,monthly,27938,self_employed,medium,06:00-12:00,Active,android,phone,502,medium,3
Male,beginner,38,4,NaN,NaN,monthly,42509,unemployed,low,00:00-06:00,Active,ios,other,4,high,1
Male,beginner,27,320,NaN,NaN,monthly,21233,other,low,18:00-00:00,Active,android,tablet,320,high,1
Male,beginner,35,286,140,NaN,monthly,28604,self_employed,medium,06:00-12:00,Active,android,phone,426,medium,4
Male,beginner,37,303,144,NaN,annual,52953,self_employed,medium,06:00-12:00,Active,android,other,447,medium,4
Male,beginner,27,289,307,63,monthly,57365,employed,high,00:00-06:00,Active,ios,laptop,659,low,2
Male,beginner,38,311,292,177,annual,32586,employed,high,18:00-00:00,Active,android,other,780,low,2
Male,beginner,28,55,NaN,NaN,monthly,36486,other,low,06:00-12:00,Active,android,tablet,55,high,1
Male,beginner,38,269,NaN,NaN,annual,62115,unemployed,low,06:00-12:00,Inactive,android,other,269,high,1
Male,beginner,34,97,NaN,NaN,monthly,38532,self_employed,low,18:00-00:00,Active,android,tablet,97,high,1
Male,beginner,28,329,39,NaN,annual,32604,self_employed,medium,00:00-06:00,Active,android,laptop,368,medium,2
Male,beginner,32,327,298,NaN,annual,62242,unemployed,medium,18:00-00:00,Active,ios,laptop,625,medium,3
Male,beginner,40,304,302,103,annual,61446,employed,high,12:00-18:00,Active,android,other,709,low,3
Male,beginner,26,305,NaN,NaN,annual,44246,unemployed,low,12:00-18:00,Active,android,laptop,305,high,1
Male,beginner,26,285,313,162,monthly,30321,other,high,12:00-18:00,Active,android,other,760,low,3
Male,beginner,29,301,322,160,annual,64500,self_employed,high,12:00-18:00,Active,ios,phone,783,low,3
Male,beginner,38,328,2,NaN,monthly,67238,unemployed,medium,06:00-12:00,Active,ios,tablet,330,medium,4
Male,beginner,29,154,NaN,NaN,monthly,62889,other,low,00:00-06:00,Inactive,android,laptop,154,high,1
Male,beginner,28,283,327,292,annual,56800,other,high,06:00-12:00,Active,ios,laptop,902,low,3
Male,beginner,29,309,309,NaN,monthly,63033,unemployed,medium,00:00-06:00,Active,ios,laptop,618,medium,3
Male,beginner,30,323,22,NaN,monthly,64673,employed,medium,00:00-06:00,Active,ios,other,345,medium,3
Male,beginner,38,306,228,NaN,monthly,29863,employed,medium,18:00-00:00,Active,android,other,534,medium,4
Male,beginner,31,299,NaN,NaN,annual,34799,self_employed,low,00:00-06:00,Inactive,ios,tablet,299,high,1
Male,beginner,38,314,289,255,annual,45352,other,high,18:00-00:00,Active,ios,phone,858,low,2
Male,beginner,33,297,320,22,annual,22204,unemployed,high,12:00-18:00,Active,android,tablet,639,low,2
Male,beginner,33,242,NaN,NaN,annual,60824,employed,low,06:00-12:00,Active,ios,tablet,242,high,1
Male,beginner,34,319,283,209,annual,28671,self_employed,high,06:00-12:00,Active,android,phone,811,low,4
Male,beginner,37,293,311,40,annual,42191,unemployed,high,18:00-00:00,Active,android,laptop,644,low,2
Male,beginner,36,309,124,NaN,monthly,47404,unemployed,medium,00:00-06:00,Active,ios,laptop,433,medium,4
Male,beginner,39,112,NaN,NaN,monthly,35991,self_employed,low,00:00-06:00,Inactive,ios,phone,112,high,1
Male,beginner,38,288,331,253,monthly,21234,self_employed,high,12:00-18:00,Active,android,tablet,872,low,3
Male,beginner,29,307,NaN,NaN,annual,56280,unemployed,low,06:00-12:00,Inactive,android,other,307,high,1
Male,beginner,34,11,NaN,NaN,monthly,57972,employed,low,18:00-00:00,Active,android,tablet,11,high,1
Male,beginner,28,305,304,NaN,monthly,56939,self_employed,medium,18:00-00:00,Active,ios,tablet,609,medium,3
Male,beginner,37,305,76,NaN,monthly,58684,employed,medium,00:00-06:00,Active,android,tablet,381,medium,4
Male,beginner,30,313,301,101,monthly,20370,self_employed,high,06:00-12:00,Active,android,tablet,715,low,4
Male,beginner,30,299,333,224,monthly,53274,employed,high,00:00-06:00,Active,ios,tablet,856,low,4
Male,beginner,35,284,78,NaN,monthly,20773,other,medium,00:00-06:00,Active,android,laptop,362,medium,2
Male,beginner,33,301,284,309,annual,57192,self_employed,high,12:00-18:00,Active,ios,phone,894,low,4
Male,beginner,32,61,NaN,NaN,annual,35643,other,low,00:00-06:00,Active,ios,phone,61,high,1
Male,beginner,35,75,NaN,NaN,monthly,65107,other,low,12:00-18:00,Inactive,android,other,75,high,1
Male,beginner,37,283,323,223,annual,48808,unemployed,high,06:00-12:00,Active,ios,other,829,low,2
Male,beginner,39,333,192,NaN,annual,56077,other,medium,00:00-06:00,Active,android,phone,525,medium,4
Male,beginner,36,129,NaN,NaN,monthly,22772,other,low,18:00-00:00,Active,ios,laptop,129,high,1
Male,beginner,33,252,NaN,NaN,annual,58151,employed,low,12:00-18:00,Inactive,ios,laptop,252,high,1
Male,beginner,37,298,NaN,NaN,annual,45100,self_employed,low,18:00-00:00,Active,ios,laptop,298,high,1
Male,beginner,39,308,311,NaN,annual,52274,employed,medium,12:00-18:00,Active,ios,laptop,619,medium,3
Male,beginner,33,243,NaN,NaN,monthly,46823,employed,low,18:00-00:00,Active,ios,tablet,243,high,1
